99219 v0 v9999
v2145 v2133 695 864
v2145 v2134 686 844
v2145 v2143 218 826
v2145 v2179 261 863
v2145 v2192 995 479
v2145 v2231 302 971
v2145 v2234 352 440
v2146 v2061 718 968
v2146 v2114 702 568
v2146 v2116 511 731
v2146 v2128 761 534
v2146 v2156 9 939
v2146 v2158 442 179
v2146 v2163 697 648
v2146 v2166 848 944
v2146 v2168 47 281
v2146 v2177 139 425
v2146 v2189 702 457
v2146 v2192 415 770
v2146 v2205 897 147
v2146 v2224 211 897
v2146 v2233 743 668
v2146 v2234 580 818
v2146 v2245 181 311
v2147 v2076 175 332
v2147 v2079 993 992
v2147 v2122 520 789
v2147 v2136 541 382
v2147 v2209 45 548
v2147 v2246 842 962
v2148 v2075 61 898
v2148 v2093 407 295
v2148 v2128 943 479
v2148 v2136 439 896
v2148 v2197 218 929
v2148 v2218 490 971
v2148 v2223 567 840
v2148 v2225 831 109
v2148 v2232 513 15
v2149 v2050 55 477
v2149 v2112 378 538
v2149 v2125 187 834
v2149 v2128 772 169
v2149 v2147 646 925
v2149 v2148 718 717
v2149 v2177 291 974
v2149 v2186 105 496
v2149 v2207 924 783
v2149 v2209 92 314
v2149 v2234 265 797
v2150 v2066 732 973
v2150 v2093 299 412
v2150 v2101 244 979
v2150 v2109 253 977
v2150 v2116 641 114
v2150 v2149 159 949
v2150 v2155 689 228
v2150 v2184 70 292
v2150 v2191 189 938
v2150 v2193 540 213
v2150 v2203 521 42
v2150 v2205 925 306
v2150 v2207 881 873
v2150 v2216 559 534
v2150 v2222 271 556
v2150 v2224 839 638
v2150 v2247 695 861
v2151 v2051 651 0
v2151 v2055 328 945
v2151 v2082 930 222
v2151 v2117 792 834
v2151 v2173 290 988
v2151 v2174 481 102
v2151 v2182 671 565
v2151 v2188 615 832
v2151 v2193 870 784
v2151 v2211 525 772
v2151 v2212 849 46
v2151 v2241 446 610
v2151 v2244 1000 174
v2152 v2058 234 5
v2152 v2066 996 855
v2152 v2083 341 231
v2152 v2084 881 378
v2152 v2086 674 392
v2152 v2088 456 689
v2152 v2107 659 667
v2152 v2123 118 861
v2152 v2169 400 903
v2152 v2195 213 561
v2152 v2215 926 3
v2152 v2224 323 894
v2152 v2249 626 918
v2153 v2060 66 270
v2153 v2093 83 535
v2153 v2140 607 612
v2153 v2154 298 230
v2153 v2161 112 827
v2153 v2219 502 473
v2154 v2065 778 668
v2154 v2072 353 671
v2154 v2075 17 246
v2154 v2118 495 432
v2154 v2137 356 41
v2154 v2163 302 431
v2154 v2182 335 314
v2154 v2197 429 412
v2154 v2204 524 613
v2154 v2217 419 970
v2154 v2246 177 914
v2154 v2254 490 540
v2155 v2080 439 700
v2155 v2135 707 635
v2155 v2168 253 597
v2155 v2183 208 719
v2155 v2185 679 496
v2155 v2234 162 673
v2155 v2246 950 661
v2156 v2059 368 809
v2156 v2081 694 520
v2156 v2160 624 285
v2156 v2187 510 477
v2156 v2213 806 310
v2156 v2226 14 140
v2157 v2076 275 978
v2157 v2142 809 426
v2157 v2159 541 365
v2157 v2162 276 860
v2157 v2239 83 255
v2157 v2242 553 175
v2157 v2251 138 504
v2158 v2069 488 66
v2158 v2073 990 293
v2158 v2082 203 925
v2158 v2138 212 127
v2158 v2177 679 889
v2158 v2214 554 731
v2159 v2090 882 568
v2159 v2100 683 242
v2159 v2127 382 680
v2159 v2148 287 893
v2159 v2175 697 309
v2159 v2181 775 648
v2159 v2183 626 245
v2159 v2184 270 885
v2159 v2194 67 440
v2159 v2195 754 461
v2159 v2212 277 889
v2159 v2249 349 807
v2160 v2070 245 460
v2160 v2091 496 945
v2160 v2092 533 563
v2160 v2104 456 644
v2160 v2118 656 514
v2160 v2131 650 207
v2160 v2147 934 388
v2160 v2148 593 295
v2160 v2178 568 317
v2160 v2222 860 324
v2161 v2068 149 544
v2161 v2069 798 351
v2161 v2103 907 399
v2161 v2107 620 665
v2161 v2113 804 571
v2161 v2119 173 511
v2161 v2137 948 777
v2161 v2169 817 213
v2161 v2172 299 83
v2161 v2178 799 589
v2161 v2242 597 186
v2161 v2246 207 813
v2161 v2252 107 292
v2162 v2062 169 818
v2162 v2087 995 774
v2162 v2093 55 706
v2162 v2115 907 699
v2162 v2117 78 417
v2162 v2128 375 69
v2162 v2211 115 344
v2162 v2222 485 658
v2162 v2234 531 595
v2163 v2074 699 275
v2163 v2125 49 833
v2163 v2133 67 703
v2163 v2136 65 637
v2163 v2152 542 469
v2163 v2162 996 745
v2163 v2200 825 461
v2163 v2205 789 128
v2163 v2207 78 360
v2163 v2225 613 92
v2163 v2248 9 833
v2164 v2071 220 94
v2164 v2077 607 674
v2164 v2091 712 411
v2164 v2100 652 775
v2164 v2109 104 120
v2164 v2112 837 825
v2164 v2148 246 590
v2164 v2155 513 372
v2164 v2166 816 232
v2164 v2167 590 815
v2164 v2174 29 726
v2164 v2188 792 273
v2164 v2189 677 550
v2164 v2190 516 592
v2164 v2230 426 235
v2164 v2233 948 877
v2164 v2240 332 718
v2164 v2249 516 584
v2165 v2123 308 581
v2165 v2130 926 655
v2165 v2151 724 295
v2165 v2208 230 576
v2165 v2244 672 167
v2166 v2068 304 889
v2166 v2074 425 795
v2166 v2075 586 52
v2166 v2086 407 921
v2166 v2115 533 185
v2166 v2123 957 39
v2166 v2125 718 478
v2166 v2146 952 528
v2166 v2148 758 436
v2166 v2177 644 337
v2166 v2187 549 309
v2166 v2218 693 180
v2166 v2225 498 609
v2166 v2243 92 257
v2166 v2255 909 386
v2166 v2259 132 398
v2167 v2095 549 55
v2167 v2103 277 271
v2167 v2111 472 162
v2167 v2162 763 734
v2167 v2182 71 60
v2167 v2203 581 306
v2167 v2232 630 832
v2167 v2238 635 469
v2167 v2258 699 402
v2168 v2091 735 310
v2168 v2092 739 510
v2168 v2120 914 659
v2168 v2121 887 840
v2168 v2140 941 305
v2168 v2153 218 768
v2168 v2157 379 33
v2168 v2158 237 979
v2168 v2162 200 859
v2168 v2168 932 738
v2168 v2175 842 987
v2168 v2185 418 723
v2168 v2246 694 996
v2169 v2085 874 513
v2169 v2117 989 49
v2169 v2128 165 115
v2169 v2157 323 522
v2169 v2160 464 675
v2169 v2181 455 394
v2169 v2192 655 448
v2169 v2218 549 795
v2169 v2226 148 773
v2169 v2246 890 644
v2169 v2256 829 712
v2169 v2257 359 24
v2169 v2264 667 40
v2170 v2087 169 554
v2170 v2106 309 778
v2170 v2135 998 228
v2170 v2142 724 861
v2170 v2177 893 30
v2170 v2179 436 134
v2170 v2186 91 844
v2170 v2205 400 988
v2170 v2207 187 693
v2170 v2212 965 110
v2170 v2214 15 574
v2170 v2238 133 727
v2170 v2258 175 78
v2170 v2269 11 878
v2171 v2082 866 965
v2171 v2083 369 937
v2171 v2110 54 105
v2171 v2138 635 221
v2171 v2172 405 848
v2171 v2177 215 990
v2171 v2204 110 506
v2171 v2222 194 879
v2171 v2224 822 747
v2171 v2238 309 345
v2171 v2247 548 377
v2171 v2265 583 743
v2172 v2091 695 655
v2172 v2096 291 401
v2172 v2101 653 46
v2172 v2110 445 152
v2172 v2118 657 183
v2172 v2132 838 170
v2172 v2134 31 948
v2172 v2189 641 930
v2172 v2197 807 243
v2172 v2215 915 728
v2172 v2226 278 178
v2172 v2232 235 35
v2172 v2236 522 492
v2173 v2082 277 973
v2173 v2113 405 669
v2173 v2126 497 573
v2173 v2147 928 863
v2173 v2154 464 177
v2173 v2195 959 191
v2173 v2196 71 101
v2173 v2232 903 152
v2174 v2116 564 519
v2174 v2123 947 877
v2174 v2153 642 658
v2174 v2172 509 20
v2174 v2175 775 489
v2174 v2187 192 709
v2175 v2103 830 526
v2175 v2136 511 198
v2175 v2143 446 331
v2175 v2173 42 360
v2175 v2189 256 184
v2175 v2199 481 758
v2175 v2200 266 389
v2175 v2219 278 237
v2175 v2256 910 541
v2176 v2084 309 11
v2176 v2098 857 178
v2176 v2113 369 287
v2176 v2115 292 54
v2176 v2130 823 647
v2176 v2143 87 296
v2176 v2144 352 766
v2176 v2157 493 472
v2176 v2162 624 689
v2176 v2168 643 956
v2176 v2171 432 927
v2176 v2182 400 788
v2176 v2189 509 907
v2176 v2210 721 976
v2176 v2252 376 220
v2176 v2258 739 433
v2176 v2269 791 634
v2177 v2113 946 305
v2177 v2116 214 196
v2177 v2137 263 627
v2177 v2148 754 684
v2177 v2220 232 968
v2177 v2221 979 127
v2177 v2222 767 942
v2177 v2235 980 580
v2177 v2237 177 155
v2177 v2258 106 581
v2177 v2263 313 29
v2177 v2267 48 506
v2177 v2269 991 246
v2177 v2274 881 534
v2178 v2141 314 217
v2178 v2154 857 945
v2178 v2165 766 661
v2178 v2167 243 402
v2178 v2174 940 153
v2178 v2188 378 195
v2178 v2199 138 733
v2178 v2211 365 807
v2178 v2231 337 49
v2178 v2239 247 266
v2178 v2248 805 690
v2178 v2251 681 48
v2178 v2261 443 938
v2178 v2277 894 714
v2179 v2104 61 972
v2179 v2118 477 229
v2179 v2123 435 14
v2179 v2134 839 663
v2179 v2147 73 178
v2179 v2164 683 71
v2179 v2168 779 612
v2179 v2171 415 252
v2179 v2183 259 894
v2179 v2193 340 142
v2179 v2208 290 564
v2179 v2211 627 182
v2179 v2224 942 650
v2179 v2229 851 542
v2179 v2241 447 854
v2179 v2245 718 122
v2179 v2270 741 452
v2180 v2132 104 685
v2180 v2136 738 31
v2180 v2146 209 127
v2180 v2153 305 671
v2180 v2185 666 837
v2180 v2203 588 962
v2180 v2212 273 891
v2180 v2224 891 171
v2180 v2252 176 800
v2180 v2262 72 668
v2180 v2273 828 290
v2181 v2086 785 718
v2181 v2097 922 17
v2181 v2098 597 212
v2181 v2137 227 282
v2181 v2182 703 776
v2181 v2203 501 840
v2181 v2206 357 813
v2181 v2257 972 861
v2181 v2275 935 861
v2182 v2093 8 762
v2182 v2138 978 725
v2182 v2157 620 487
v2182 v2159 90 83
v2182 v2170 25 563
v2182 v2171 917 720
v2182 v2181 928 219
v2182 v2196 369 13
v2182 v2224 8 800
v2182 v2240 347 660
v2182 v2243 234 656
v2182 v2279 952 476
v2183 v2091 533 188
v2183 v2093 227 243
v2183 v2108 614 784
v2183 v2139 242 93
v2183 v2141 535 377
v2183 v2148 185 970
v2183 v2180 703 398
v2183 v2187 370 78
v2183 v2192 452 445
v2183 v2217 760 135
v2183 v2263 259 309
v2184 v2103 866 921
v2184 v2166 537 539
v2184 v2173 38 101
v2185 v2097 360 12
v2185 v2124 520 280
v2185 v2130 578 115
v2185 v2134 209 694
v2185 v2146 265 352
v2185 v2176 16 280
v2185 v2195 456 468
v2185 v2224 665 151
v2185 v2237 118 69
v2185 v2244 117 391
v2185 v2277 178 721
v2186 v2092 985 713
v2186 v2095 219 807
v2186 v2111 783 893
v2186 v2133 246 356
v2186 v2181 248 713
v2186 v2220 787 43
v2186 v2222 627 255
v2186 v2242 795 449
v2186 v2263 603 261
v2187 v2093 134 979
v2187 v2122 596 897
v2187 v2129 839 915
v2187 v2186 633 928
v2187 v2199 459 57
v2187 v2204 297 655
v2187 v2211 836 455
v2187 v2232 651 156
v2187 v2243 87 429
v2187 v2264 977 250
v2187 v2271 84 125
v2188 v2100 77 260
v2188 v2117 314 99
v2188 v2122 448 825
v2188 v2129 78 148
v2188 v2143 966 864
v2188 v2173 180 578
v2188 v2200 373 649
v2188 v2206 713 384
v2188 v2208 786 640
v2188 v2223 22 218
v2188 v2262 56 484
v2189 v2097 882 633
v2189 v2113 590 155
v2189 v2164 446 433
v2189 v2244 479 43
v2189 v2245 422 122
v2189 v2246 306 546
v2189 v2253 394 109
v2189 v2255 188 484
v2190 v2115 905 453
v2190 v2173 907 701
v2190 v2190 703 516
v2190 v2207 752 235
v2190 v2211 113 997
v2190 v2228 821 921
v2190 v2269 883 807
v2190 v2270 338 419
v2190 v2287 783 957
v2191 v2091 481 996
v2191 v2121 401 459
v2191 v2124 874 305
v2191 v2139 866 171
v2191 v2195 896 612
v2191 v2204 999 931
v2191 v2221 363 740
v2191 v2228 302 346
v2191 v2230 928 862
v2191 v2235 602 744
v2191 v2263 725 561
v2192 v2093 650 960
v2192 v2116 435 988
v2192 v2152 525 602
v2192 v2187 356 24
v2192 v2201 437 363
v2192 v2214 236 51
v2192 v2244 616 610
v2192 v2282 198 817
v2192 v2287 718 991
v2193 v2111 992 499
v2193 v2153 831 731
v2193 v2277 729 909
v2194 v2095 31 720
v2194 v2100 866 818
v2194 v2114 757 429
v2194 v2173 898 609
v2194 v2187 517 181
v2194 v2226 920 197
v2194 v2273 261 4
v2194 v2290 812 145
v2194 v2294 797 430
v2195 v2101 7 460
v2195 v2103 285 309
v2195 v2127 500 133
v2195 v2172 233 811
v2195 v2200 429 967
v2195 v2232 571 497
v2195 v2270 405 432
v2196 v2172 168 937
v2196 v2179 716 911
v2196 v2188 179 49
v2196 v2198 548 515
v2196 v2211 774 604
v2196 v2267 874 124
v2196 v2291 153 331
v2197 v2108 708 748
v2197 v2117 846 904
v2197 v2132 346 464
v2197 v2134 581 397
v2197 v2137 350 158
v2197 v2145 672 214
v2197 v2191 288 163
v2197 v2200 941 865
v2197 v2207 979 916
v2197 v2218 722 616
v2197 v2282 656 30
v2197 v2291 898 542
v2197 v2293 56 972
v2198 v2116 748 916
v2198 v2117 762 770
v2198 v2160 341 627
v2198 v2170 318 699
v2198 v2220 656 771
v2198 v2238 709 171
v2199 v2109 584 694
v2199 v2149 155 324
v2199 v2163 541 148
v2199 v2164 345 327
v2199 v2177 234 263
v2199 v2212 784 596
v2199 v2230 774 928
v2199 v2247 52 909
v2199 v2252 533 84
v2200 v2115 384 676
v2200 v2119 782 87
v2200 v2122 701 441
v2200 v2129 461 342
v2200 v2185 919 878
v2200 v2195 527 641
v2200 v2204 568 301
v2200 v2211 750 149
v2200 v2238 815 296
v2200 v2276 511 399
v2201 v2127 20 100
v2201 v2131 650 567
v2201 v2139 392 258
v2201 v2141 500 634
v2201 v2205 132 60
v2201 v2212 78 717
v2201 v2224 982 255
v2201 v2232 411 131
v2201 v2235 470 550
v2201 v2256 892 804
v2201 v2284 446 209
v2201 v2292 809 859
v2202 v2113 976 30
v2202 v2147 777 187
v2202 v2180 200 60
v2202 v2188 175 759
v2202 v2215 773 776
v2202 v2218 533 641
v2202 v2225 702 809
v2202 v2249 666 598
v2202 v2265 311 666
v2202 v2274 686 478
v2203 v2123 926 211
v2203 v2135 251 163
v2203 v2137 640 213
v2203 v2147 545 24
v2203 v2157 606 836
v2203 v2175 140 17
v2203 v2183 522 652
v2203 v2208 939 739
v2203 v2221 256 672
v2203 v2259 659 614
v2203 v2268 389 65
v2203 v2298 396 78
v2203 v2299 100 927
v2204 v2104 967 750
v2204 v2110 482 995
v2204 v2131 864 531
v2204 v2150 102 875
v2204 v2153 519 125
v2204 v2154 491 852
v2204 v2187 73 935
v2204 v2196 847 177
v2204 v2211 261 878
v2204 v2232 977 406
v2204 v2234 71 902
v2204 v2242 404 684
v2204 v2248 245 97
v2204 v2253 690 706
v2204 v2266 680 894
v2205 v2149 17 876
v2205 v2175 794 336
v2205 v2181 974 876
v2205 v2220 655 750
v2205 v2238 278 748
v2205 v2283 961 458
v2205 v2297 598 862
v2205 v2298 913 110
v2206 v2147 836 334
v2206 v2171 785 726
v2206 v2182 620 631
v2206 v2238 466 472
v2206 v2262 678 295
v2206 v2294 981 712
v2207 v2113 106 618
v2207 v2143 117 3
v2207 v2151 369 116
v2207 v2168 426 59
v2207 v2174 926 772
v2207 v2185 151 265
v2207 v2223 486 253
v2207 v2225 587 673
v2207 v2250 370 505
v2207 v2272 232 842
v2207 v2293 54 423
v2208 v2136 731 747
v2208 v2187 567 418
v2208 v2198 532 606
v2208 v2238 599 408
v2209 v2139 919 27
v2209 v2154 667 104
v2209 v2162 787 967
v2209 v2166 578 727
v2209 v2178 160 584
v2209 v2238 785 228
v2209 v2244 218 60
v2209 v2265 476 531
v2210 v2128 68 301
v2210 v2162 201 854
v2210 v2177 111 778
v2210 v2184 612 87
v2210 v2193 481 267
v2210 v2209 824 514
v2210 v2239 770 237
v2210 v2245 829 98
v2210 v2263 906 934
v2210 v2267 385 451
v2210 v2277 168 959
v2210 v2283 404 165
v2210 v2293 584 249
v2211 v2116 699 910
v2211 v2142 259 17
v2211 v2162 303 908
v2211 v2187 983 677
v2211 v2209 50 418
v2211 v2248 660 276
v2211 v2272 330 364
v2211 v2288 614 500
v2212 v2116 133 883
v2212 v2200 29 760
v2212 v2205 809 412
v2212 v2220 315 489
v2212 v2232 531 161
v2212 v2241 848 841
v2212 v2249 179 589
v2212 v2251 859 696
v2212 v2297 319 484
v2212 v2303 380 589
v2213 v2115 852 838
v2213 v2146 77 941
v2213 v2195 823 671
v2213 v2212 854 871
v2213 v2215 483 121
v2213 v2228 145 427
v2213 v2258 233 477
v2213 v2273 717 641
v2213 v2278 524 769
v2213 v2284 230 721
v2213 v2286 961 837
v2214 v2131 707 963
v2214 v2176 21 952
v2214 v2200 274 880
v2214 v2215 878 368
v2214 v2236 199 458
v2214 v2278 480 257
v2214 v2283 149 412
v2215 v2140 446 281
v2215 v2166 998 510
v2215 v2175 220 256
v2215 v2177 482 545
v2215 v2180 964 22
v2215 v2208 442 559
v2215 v2217 819 894
v2215 v2239 841 237
v2215 v2243 128 612
v2215 v2275 59 690
v2215 v2280 87 656
v2215 v2282 650 651
v2215 v2315 379 519
v2216 v2126 328 176
v2216 v2138 770 763
v2216 v2144 40 719
v2216 v2148 923 374
v2216 v2160 122 950
v2216 v2195 456 100
v2216 v2209 217 584
v2216 v2221 434 694
v2216 v2259 341 208
v2216 v2268 379 83
v2217 v2164 813 120
v2217 v2176 198 118
v2217 v2181 260 191
v2217 v2266 61 452
v2217 v2290 677 633
v2217 v2298 792 797
v2217 v2301 583 434
v2217 v2302 870 570
v2218 v2239 183 135
v2218 v2258 649 767
v2218 v2270 54 484
v2218 v2276 38 151
v2218 v2282 286 656
v2218 v2290 128 103
v2218 v2317 321 299
v2219 v2135 526 982
v2219 v2143 928 948
v2219 v2173 988 747
v2219 v2181 415 77
v2219 v2187 651 129
v2219 v2213 276 756
v2219 v2215 794 568
v2219 v2227 243 846
v2219 v2236 571 591
v2219 v2249 1000 193
v2219 v2274 430 600
v2219 v2284 9 769
v2219 v2289 486 405
v2219 v2294 379 500
v2219 v2313 491 82
v2219 v2316 655 176
v2220 v2131 296 653
v2220 v2161 87 103
v2220 v2163 242 544
v2220 v2215 688 833
v2220 v2226 842 590
v2220 v2267 722 962
v2220 v2269 876 288
v2220 v2294 393 586
v2221 v2124 437 206
v2221 v2126 615 522
v2221 v2136 465 362
v2221 v2165 95 653
v2221 v2166 145 488
v2221 v2204 297 218
v2221 v2231 733 363
v2221 v2251 920 234
v2221 v2252 595 946
v2221 v2255 940 514
v2221 v2290 915 222
v2221 v2305 352 321
v2222 v2171 501 901
v2222 v2204 836 986
v2222 v2205 796 367
v2222 v2265 61 479
v2222 v2277 624 776
v2222 v2281 426 666
v2222 v2300 501 932
v2223 v2130 989 657
v2223 v2132 264 702
v2223 v2150 614 210
v2223 v2153 844 709
v2223 v2160 30 784
v2223 v2170 715 188
v2223 v2203 900 989
v2223 v2205 968 724
v2223 v2222 279 967
v2223 v2226 637 66
v2223 v2243 571 543
v2223 v2245 455 903
v2223 v2268 313 607
v2223 v2269 658 179
v2223 v2278 602 293
v2223 v2292 22 220
v2223 v2300 709 325
v2223 v2317 199 164
v2224 v2124 885 2
v2224 v2125 520 515
v2224 v2157 704 792
v2224 v2170 849 320
v2224 v2187 600 545
v2224 v2203 647 158
v2224 v2240 630 312
v2224 v2253 905 14
v2224 v2293 314 463
v2225 v2127 407 726
v2225 v2171 863 723
v2225 v2182 634 915
v2225 v2184 833 91
v2225 v2202 732 564
v2225 v2223 844 904
v2225 v2245 284 812
v2225 v2280 384 896
v2225 v2287 164 912
v2225 v2307 372 984
v2225 v2310 37 584
v2225 v2311 922 615
v2225 v2323 265 39
v2226 v2142 22 548
v2226 v2150 235 496
v2226 v2154 336 628
v2226 v2167 478 933
v2226 v2182 846 461
v2226 v2227 106 891
v2226 v2234 128 18
v2226 v2262 4 738
v2226 v2289 519 748
v2226 v2303 920 925
v2227 v2133 765 499
v2227 v2147 142 964
v2227 v2158 734 860
v2227 v2161 90 866
v2227 v2180 772 774
v2227 v2219 53 918
v2227 v2247 462 518
v2227 v2281 665 366
v2227 v2305 729 451
v2228 v2135 816 170
v2228 v2232 881 82
v2228 v2234 807 553
v2228 v2242 74 191
v2228 v2255 366 791
v2228 v2265 282 783
v2228 v2274 775 829
v2228 v2281 859 687
v2228 v2300 734 286
v2228 v2308 689 784
v2229 v2130 557 169
v2229 v2138 535 527
v2229 v2151 248 775
v2229 v2188 764 760
v2229 v2191 602 436
v2229 v2194 32 912
v2229 v2212 156 576
v2229 v2246 349 624
v2229 v2247 618 679
v2229 v2253 75 725
v2229 v2270 932 592
v2229 v2293 477 805
v2229 v2309 616 986
v2229 v2323 934 210
v2230 v2133 517 997
v2230 v2146 722 804
v2230 v2160 36 613
v2230 v2163 988 764
v2230 v2171 111 106
v2230 v2184 319 591
v2230 v2192 598 120
v2230 v2215 507 271
v2230 v2232 648 583
v2230 v2249 541 639
v2230 v2255 169 602
v2230 v2263 307 171
v2230 v2275 848 583
v2230 v2302 682 888
v2230 v2308 862 2
v2230 v2314 388 324
v2230 v2329 916 147
v2230 v2330 529 760
v2231 v2164 520 342
v2231 v2166 534 808
v2231 v2174 607 467
v2231 v2203 266 9
v2231 v2212 430 163
v2231 v2224 778 109
v2231 v2228 664 436
v2231 v2247 184 485
v2231 v2293 349 310
v2231 v2297 692 520
v2231 v2313 354 436
v2232 v2149 87 438
v2232 v2151 188 326
v2232 v2161 214 678
v2232 v2162 91 938
v2232 v2197 996 519
v2232 v2221 207 168
v2232 v2242 529 75
v2232 v2253 885 299
v2232 v2265 78 479
v2232 v2278 496 805
v2232 v2283 156 855
v2232 v2285 683 136
v2232 v2287 596 850
v2233 v2140 140 130
v2233 v2164 885 453
v2233 v2167 244 900
v2233 v2218 284 574
v2233 v2228 722 61
v2233 v2230 796 724
v2233 v2275 239 710
v2233 v2317 205 220
v2234 v2182 674 668
v2234 v2186 112 261
v2234 v2246 255 222
v2234 v2263 826 212
v2234 v2280 959 224
v2234 v2287 663 376
v2234 v2293 937 341
v2234 v2328 31 617
v2235 v2138 206 95
v2235 v2139 850 560
v2235 v2152 864 441
v2235 v2177 359 322
v2235 v2181 428 245
v2235 v2221 859 692
v2235 v2233 895 929
v2235 v2254 692 712
v2235 v2257 328 376
v2235 v2278 386 472
v2235 v2279 700 264
v2235 v2284 817 952
v2235 v2310 414 943
v2236 v2155 270 107
v2236 v2184 179 620
v2236 v2207 431 255
v2236 v2232 407 881
v2236 v2255 545 933
v2236 v2319 166 945
v2236 v2327 20 936
v2237 v2140 614 677
v2237 v2176 437 66
v2237 v2195 282 113
v2237 v2216 985 773
v2237 v2255 987 301
v2237 v2277 818 773
v2237 v2291 591 815
v2237 v2295 645 210
v2237 v2313 84 360
v2238 v2146 5 10
v2238 v2163 766 324
v2238 v2165 292 938
v2238 v2166 202 291
v2238 v2220 740 431
v2238 v2238 778 147
v2238 v2247 403 200
v2238 v2248 67 609
v2238 v2259 636 893
v2238 v2267 107 988
v2238 v2302 764 321
v2238 v2306 161 675
v2238 v2328 806 100
v2239 v2145 288 259
v2239 v2176 314 999
v2239 v2205 138 90
v2239 v2212 679 377
v2239 v2219 987 19
v2239 v2236 562 419
v2239 v2283 874 7
v2239 v2286 175 213
v2239 v2291 476 595
v2239 v2335 200 144
v2240 v2151 905 31
v2240 v2237 491 593
v2240 v2281 501 760
v2240 v2290 701 544
v2240 v2307 471 764
v2240 v2323 668 99
v2240 v2338 570 492
v2241 v2155 925 253
v2241 v2161 926 80
v2241 v2171 871 318
v2241 v2213 526 752
v2241 v2268 815 480
v2241 v2301 133 294
v2241 v2325 720 612
v2241 v2341 762 129
v2242 v2215 697 625
v2242 v2224 767 378
v2242 v2340 537 687
v2243 v2145 191 887
v2243 v2148 400 657
v2243 v2152 246 690
v2243 v2171 802 223
v2243 v2220 128 241
v2243 v2221 52 140
v2243 v2233 445 876
v2243 v2269 484 20
v2243 v2281 917 336
v2243 v2294 387 282
v2243 v2296 768 631
v2243 v2304 173 475
v2244 v2162 258 920
v2244 v2173 817 6
v2244 v2193 14 121
v2244 v2199 367 752
v2244 v2205 320 125
v2244 v2219 474 914
v2244 v2228 221 239
v2244 v2238 676 690
v2244 v2246 133 624
v2244 v2304 417 530
v2244 v2316 880 321
v2244 v2343 158 215
v2245 v2149 700 636
v2245 v2156 790 711
v2245 v2187 612 564
v2245 v2202 662 780
v2245 v2236 953 66
v2245 v2267 261 56
v2245 v2275 249 589
v2245 v2278 313 956
v2245 v2305 12 697
v2246 v2153 80 37
v2246 v2166 292 416
v2246 v2212 630 954
v2246 v2216 549 781
v2246 v2239 310 917
v2246 v2265 50 646
v2246 v2269 550 338
v2246 v2286 165 478
v2246 v2302 77 134
v2246 v2313 269 513
v2246 v2319 334 468
v2246 v2322 331 405
v2247 v2154 607 983
v2247 v2168 737 659
v2247 v2170 793 918
v2247 v2173 55 207
v2247 v2174 923 661
v2247 v2229 858 295
v2247 v2243 540 125
v2247 v2250 728 111
v2247 v2257 990 639
v2248 v2151 602 130
v2248 v2155 696 48
v2248 v2195 16 249
v2248 v2257 561 811
v2248 v2283 938 320
v2248 v2306 272 875
v2248 v2324 291 660
v2248 v2346 459 489
v2249 v2162 785 900
v2249 v2184 694 77
v2249 v2262 775 667
v2249 v2290 30 767
v2249 v2298 446 407
v2249 v2316 634 848
v2249 v2317 992 998
v2249 v2329 610 388
v2250 v2161 77 363
v2250 v2168 139 903
v2250 v2174 52 380
v2250 v2192 558 326
v2250 v2224 557 778
v2250 v2241 411 223
v2250 v2304 640 399
v2250 v2315 88 618
v2250 v2344 334 673
v2250 v2345 195 386
v2251 v2167 949 687
v2251 v2176 615 340
v2251 v2185 85 418
v2251 v2203 768 576
v2251 v2239 396 962
v2251 v2260 941 131
v2251 v2273 999 68
v2251 v2274 2 26
v2251 v2309 803 468
v2251 v2331 545 609
v2251 v2336 926 452
v2251 v2339 439 135
v2251 v2341 465 862
v2252 v2162 540 986
v2252 v2208 793 42
v2252 v2229 409 426
v2252 v2233 639 108
v2252 v2244 63 965
v2252 v2259 560 386
v2252 v2283 698 416
v2252 v2288 157 463
v2252 v2305 868 166
v2252 v2311 580 281
v2252 v2313 565 296
v2253 v2160 706 210
v2253 v2166 399 310
v2253 v2206 302 459
v2253 v2231 497 255
v2253 v2240 966 7
v2253 v2287 276 449
v2253 v2324 772 477
v2253 v2345 369 154
v2254 v2163 304 1
v2254 v2169 643 320
v2254 v2191 350 503
v2254 v2252 273 957
v2254 v2271 868 719
v2254 v2314 315 882
v2255 v2164 748 995
v2255 v2177 847 393
v2255 v2184 485 28
v2255 v2203 369 792
v2255 v2205 464 236
v2255 v2219 108 157
v2255 v2223 484 631
v2255 v2239 612 740
v2255 v2267 770 506
v2255 v2324 449 851
v2255 v2335 962 781
v2255 v2343 777 671
v2255 v2352 528 292
v2255 v2355 946 164
v2256 v2162 459 355
v2256 v2173 445 148
v2256 v2193 472 323
v2256 v2198 282 266
v2256 v2203 482 741
v2256 v2216 225 145
v2256 v2261 130 915
v2256 v2309 126 616
v2257 v2175 865 679
v2257 v2243 988 273
v2257 v2279 442 304
v2257 v2298 709 530
v2257 v2301 49 151
v2257 v2309 767 915
v2257 v2315 512 263
v2257 v2335 107 215
v2257 v2340 503 624
v2257 v2352 130 507
v2258 v2161 790 429
v2258 v2165 698 198
v2258 v2166 600 863
v2258 v2237 429 213
v2258 v2274 991 882
v2258 v2342 267 741
v2258 v2344 578 866
v2259 v2176 256 741
