99584 v0 v9999
v1783 v1850 417 7
v1784 v1685 106 5
v1784 v1704 412 8
v1784 v1730 643 9
v1784 v1747 860 10
v1784 v1783 907 5
v1784 v1814 469 1
v1784 v1875 129 9
v1785 v1712 840 4
v1785 v1713 485 6
v1785 v1744 859 3
v1785 v1811 847 0
v1785 v1828 490 3
v1785 v1847 636 9
v1785 v1860 344 6
v1786 v1703 305 5
v1786 v1708 349 2
v1786 v1709 101 8
v1786 v1776 687 9
v1786 v1784 479 5
v1786 v1803 240 9
v1786 v1808 665 3
v1786 v1873 44 10
v1787 v1713 80 1
v1787 v1728 896 5
v1787 v1738 817 2
v1787 v1747 131 1
v1787 v1786 120 9
v1787 v1789 409 1
v1787 v1796 859 5
v1787 v1811 194 0
v1787 v1830 430 7
v1787 v1883 377 4
v1788 v1709 300 0
v1788 v1712 281 6
v1788 v1720 303 7
v1788 v1727 232 0
v1788 v1778 632 5
v1788 v1779 425 10
v1788 v1785 283 5
v1788 v1804 649 8
v1788 v1815 568 6
v1788 v1820 103 4
v1788 v1828 37 7
v1788 v1839 196 8
v1788 v1847 280 1
v1789 v1717 17 7
v1789 v1729 922 7
v1789 v1809 276 8
v1789 v1828 42 1
v1789 v1853 350 9
v1789 v1885 596 10
v1790 v1698 438 4
v1790 v1738 115 10
v1790 v1787 850 0
v1790 v1794 331 6
v1790 v1808 417 5
v1790 v1810 159 8
v1790 v1844 484 0
v1790 v1887 5 1
v1791 v1695 676 2
v1791 v1726 646 0
v1791 v1728 488 10
v1791 v1732 828 7
v1791 v1736 496 5
v1791 v1742 96 10
v1791 v1756 174 5
v1791 v1774 878 1
v1791 v1775 542 2
v1791 v1787 395 10
v1791 v1789 234 2
v1791 v1800 58 4
v1791 v1831 743 4
v1792 v1704 705 5
v1792 v1739 432 2
v1792 v1740 732 0
v1792 v1763 172 1
v1792 v1780 505 6
v1792 v1801 949 6
v1792 v1834 854 9
v1792 v1841 592 3
v1792 v1850 159 4
v1792 v1878 690 0
v1792 v1886 663 10
v1793 v1696 189 4
v1793 v1721 470 6
v1793 v1764 72 4
v1793 v1769 605 8
v1793 v1776 973 3
v1793 v1789 857 6
v1793 v1815 830 10
v1793 v1863 519 5
v1793 v1866 113 8
v1793 v1884 915 6
v1794 v1702 447 9
v1794 v1732 228 10
v1794 v1754 343 3
v1794 v1756 235 3
v1794 v1763 171 0
v1794 v1776 51 1
v1794 v1843 579 9
v1794 v1844 589 2
v1794 v1859 112 3
v1794 v1861 22 2
v1794 v1865 207 4
v1794 v1880 862 10
v1795 v1699 310 9
v1795 v1708 828 1
v1795 v1733 701 7
v1795 v1805 222 8
v1795 v1862 425 6
v1796 v1712 614 2
v1796 v1732 255 9
v1796 v1740 316 0
v1796 v1770 367 1
v1796 v1781 218 4
v1796 v1813 483 8
v1796 v1814 285 1
v1796 v1836 885 5
v1796 v1890 873 5
v1797 v1700 555 6
v1797 v1718 452 9
v1797 v1738 761 10
v1797 v1754 202 5
v1797 v1787 405 7
v1797 v1793 563 4
v1797 v1801 412 0
v1797 v1839 990 0
v1797 v1848 46 9
v1797 v1862 241 9
v1797 v1881 455 10
v1797 v1892 302 5
v1798 v1701 833 1
v1798 v1703 95 4
v1798 v1713 762 6
v1798 v1716 998 9
v1798 v1759 26 8
v1798 v1762 594 5
v1798 v1800 677 0
v1798 v1812 558 7
v1798 v1838 688 8
v1798 v1849 124 5
v1799 v1700 361 5
v1799 v1701 981 10
v1799 v1748 462 5
v1799 v1760 439 4
v1799 v1784 716 0
v1799 v1803 378 9
v1799 v1812 156 1
v1799 v1815 471 10
v1799 v1835 542 9
v1799 v1852 895 2
v1799 v1854 358 2
v1799 v1881 902 2
v1799 v1888 765 8
v1800 v1745 155 4
v1800 v1766 112 1
v1800 v1774 243 9
v1800 v1798 925 5
v1800 v1848 8 3
v1800 v1850 66 8
v1800 v1852 951 4
v1800 v1857 981 7
v1801 v1701 424 1
v1801 v1729 789 7
v1801 v1744 985 5
v1801 v1750 582 7
v1801 v1760 907 0
v1801 v1789 1000 8
v1801 v1799 905 0
v1801 v1802 641 3
v1801 v1822 600 2
v1801 v1859 119 4
v1801 v1869 827 6
v1801 v1873 927 5
v1801 v1878 813 2
v1801 v1888 823 1
v1802 v1710 232 8
v1802 v1712 543 1
v1802 v1730 459 3
v1802 v1735 271 3
v1802 v1747 927 7
v1802 v1777 598 5
v1802 v1786 303 9
v1802 v1800 672 10
v1802 v1831 506 9
v1802 v1841 231 2
v1802 v1857 937 1
v1802 v1883 552 8
v1802 v1893 91 3
v1802 v1898 326 0
v1802 v1900 825 8
v1803 v1793 202 10
v1803 v1809 870 10
v1803 v1824 628 9
v1803 v1857 13 1
v1804 v1711 58 4
v1804 v1721 544 9
v1804 v1727 833 0
v1804 v1777 506 1
v1804 v1786 776 4
v1804 v1808 502 7
v1804 v1817 514 0
v1804 v1818 895 8
v1804 v1887 685 10
v1804 v1903 43 9
v1805 v1714 797 4
v1805 v1728 773 0
v1805 v1737 141 5
v1805 v1744 321 2
v1805 v1761 98 7
v1805 v1808 820 5
v1805 v1897 138 1
v1806 v1781 92 7
v1806 v1797 744 0
v1806 v1804 797 7
v1806 v1810 426 7
v1806 v1821 838 9
v1806 v1824 818 10
v1806 v1831 963 8
v1806 v1845 960 9
v1806 v1858 503 0
v1806 v1887 619 7
v1807 v1730 786 2
v1807 v1736 173 1
v1807 v1765 627 9
v1807 v1783 997 0
v1807 v1871 582 8
v1807 v1872 21 2
v1807 v1878 55 3
v1808 v1718 723 4
v1808 v1725 221 8
v1808 v1735 987 2
v1808 v1741 54 9
v1808 v1751 923 3
v1808 v1763 281 10
v1808 v1820 458 3
v1808 v1873 290 8
v1808 v1876 86 8
v1808 v1883 672 4
v1808 v1893 970 0
v1808 v1898 283 5
v1808 v1901 197 0
v1809 v1712 25 9
v1809 v1736 311 2
v1809 v1791 815 3
v1809 v1841 170 2
v1809 v1862 167 3
v1809 v1909 566 7
v1810 v1731 384 7
v1810 v1748 978 3
v1810 v1755 200 10
v1810 v1759 493 7
v1810 v1775 674 3
v1810 v1788 939 2
v1810 v1795 533 1
v1810 v1804 762 1
v1810 v1818 591 3
v1810 v1819 377 4
v1810 v1861 980 7
v1811 v1724 449 3
v1811 v1745 585 1
v1811 v1782 466 5
v1811 v1816 956 1
v1811 v1857 554 3
v1811 v1878 152 10
v1811 v1890 300 4
v1811 v1898 4 8
v1811 v1902 191 5
v1811 v1904 844 2
v1812 v1771 374 7
v1812 v1782 982 4
v1812 v1785 653 4
v1812 v1790 440 1
v1812 v1842 239 5
v1812 v1845 421 2
v1812 v1856 78 0
v1812 v1860 345 5
v1812 v1883 50 1
v1813 v1726 513 9
v1813 v1731 254 5
v1813 v1740 704 4
v1813 v1743 0 9
v1813 v1806 584 1
v1813 v1821 405 2
v1813 v1864 251 0
v1813 v1880 413 8
v1813 v1892 715 10
v1813 v1900 143 2
v1813 v1907 692 3
v1814 v1738 489 10
v1814 v1758 257 6
v1814 v1766 673 2
v1814 v1796 363 0
v1814 v1817 680 4
v1814 v1821 278 10
v1814 v1823 254 7
v1814 v1843 413 1
v1814 v1873 164 6
v1815 v1719 992 8
v1815 v1771 818 5
v1815 v1779 781 8
v1815 v1818 756 0
v1815 v1823 237 4
v1815 v1852 328 9
v1815 v1854 767 2
v1815 v1860 590 8
v1815 v1873 353 0
v1815 v1884 862 1
v1815 v1911 278 8
v1816 v1721 308 5
v1816 v1753 555 9
v1816 v1774 13 1
v1816 v1788 938 7
v1816 v1791 919 2
v1816 v1811 365 4
v1816 v1881 422 6
v1816 v1883 799 4
v1816 v1887 394 2
v1816 v1897 467 2
v1817 v1719 610 10
v1817 v1728 303 7
v1817 v1738 992 4
v1817 v1762 403 7
v1817 v1808 543 3
v1817 v1840 827 7
v1817 v1845 462 9
v1817 v1849 325 9
v1817 v1863 289 1
v1817 v1904 765 2
v1817 v1914 580 4
v1818 v1730 291 0
v1818 v1739 838 0
v1818 v1743 666 3
v1818 v1752 117 10
v1818 v1767 502 0
v1818 v1869 544 6
v1818 v1876 255 4
v1818 v1881 326 4
v1819 v1728 137 7
v1819 v1734 896 1
v1819 v1764 142 7
v1819 v1789 659 5
v1819 v1804 133 2
v1819 v1818 909 2
v1819 v1819 669 8
v1819 v1832 65 0
v1819 v1838 416 8
v1819 v1840 709 7
v1819 v1872 671 4
v1819 v1898 776 1
v1819 v1915 944 2
v1820 v1749 526 9
v1820 v1761 839 10
v1820 v1765 746 9
v1820 v1772 247 2
v1820 v1778 122 10
v1820 v1785 679 10
v1820 v1793 456 7
v1820 v1797 691 4
v1820 v1810 64 3
v1820 v1813 574 6
v1820 v1824 279 6
v1820 v1832 536 1
v1820 v1844 13 0
v1820 v1869 487 2
v1820 v1897 402 10
v1821 v1734 773 2
v1821 v1745 760 9
v1821 v1759 771 2
v1821 v1766 710 0
v1821 v1809 237 5
v1821 v1877 580 3
v1821 v1890 375 5
v1821 v1914 781 5
v1822 v1785 378 0
v1822 v1799 553 8
v1822 v1805 956 8
v1822 v1819 105 2
v1822 v1824 1000 5
v1822 v1874 864 2
v1822 v1905 843 9
v1822 v1918 514 5
v1823 v1729 715 10
v1823 v1751 794 4
v1823 v1752 386 1
v1823 v1802 870 2
v1823 v1851 442 10
v1823 v1864 61 8
v1823 v1867 891 1
v1823 v1877 933 10
v1823 v1900 504 10
v1823 v1922 244 5
v1824 v1735 183 9
v1824 v1769 271 10
v1824 v1770 121 1
v1824 v1777 139 1
v1824 v1802 744 9
v1824 v1828 667 0
v1824 v1847 14 7
v1824 v1892 998 2
v1825 v1725 376 5
v1825 v1727 635 4
v1825 v1737 919 5
v1825 v1739 924 8
v1825 v1740 193 9
v1825 v1763 346 7
v1825 v1784 136 1
v1825 v1895 181 8
v1825 v1902 655 7
v1825 v1906 75 8
v1825 v1910 772 8
v1825 v1913 817 5
v1826 v1760 724 5
v1826 v1774 37 8
v1826 v1819 878 7
v1826 v1820 283 1
v1826 v1831 493 4
v1826 v1844 268 10
v1826 v1867 845 5
v1826 v1915 253 4
v1826 v1920 568 7
v1827 v1737 786 7
v1827 v1759 62 2
v1827 v1777 526 10
v1827 v1784 689 10
v1827 v1786 349 2
v1827 v1861 326 8
v1827 v1901 481 2
v1827 v1907 938 8
v1827 v1926 700 7
v1828 v1736 106 8
v1828 v1781 709 3
v1828 v1791 187 2
v1828 v1793 194 4
v1828 v1829 726 3
v1828 v1837 538 0
v1828 v1864 49 4
v1828 v1901 866 9
v1828 v1919 659 4
v1828 v1925 470 8
v1829 v1731 565 3
v1829 v1736 927 2
v1829 v1790 519 2
v1829 v1793 89 10
v1829 v1809 911 9
v1829 v1815 35 4
v1829 v1823 53 3
v1829 v1838 460 8
v1829 v1840 867 5
v1829 v1841 48 5
v1829 v1844 709 1
v1829 v1861 901 3
v1829 v1876 821 2
v1830 v1755 517 1
v1830 v1791 720 0
v1830 v1809 536 9
v1830 v1823 265 7
v1830 v1858 890 8
v1830 v1868 615 2
v1830 v1883 507 10
v1830 v1894 344 1
v1830 v1898 662 3
v1830 v1900 496 1
v1830 v1907 439 0
v1831 v1744 985 3
v1831 v1782 587 6
v1831 v1835 426 0
v1831 v1841 317 1
v1831 v1842 488 8
v1831 v1880 772 5
v1832 v1743 300 1
v1832 v1816 654 9
v1832 v1835 812 7
v1832 v1855 174 9
v1832 v1885 336 1
v1833 v1738 524 9
v1833 v1741 186 6
v1833 v1790 818 3
v1833 v1800 895 6
v1834 v1801 342 3
v1834 v1808 306 8
v1834 v1836 928 9
v1834 v1839 684 7
v1834 v1858 932 9
v1834 v1897 897 0
v1834 v1899 140 9
v1835 v1753 746 9
v1835 v1766 463 3
v1835 v1807 409 0
v1835 v1822 513 9
v1835 v1841 36 6
v1835 v1861 592 9
v1835 v1874 860 8
v1835 v1903 771 9
v1835 v1911 255 4
v1836 v1751 737 1
v1836 v1752 537 10
v1836 v1768 84 7
v1836 v1778 442 5
v1836 v1780 703 9
v1836 v1783 137 5
v1836 v1842 935 7
v1836 v1878 690 0
v1836 v1886 868 6
v1836 v1936 31 3
v1837 v1743 207 9
v1837 v1762 954 8
v1837 v1791 62 4
v1837 v1816 883 8
v1837 v1817 448 1
v1837 v1872 257 10
v1837 v1878 859 8
v1837 v1908 133 4
v1837 v1915 961 10
v1838 v1753 834 2
v1838 v1763 437 2
v1838 v1777 524 5
v1838 v1822 40 3
v1838 v1866 860 4
v1838 v1934 756 0
v1839 v1741 38 8
v1839 v1755 789 10
v1839 v1779 193 8
v1839 v1827 109 10
v1839 v1898 47 3
v1839 v1906 121 10
v1840 v1778 953 1
v1840 v1812 37 5
v1840 v1819 855 9
v1840 v1823 260 1
v1840 v1826 920 9
v1840 v1833 147 9
v1840 v1848 466 5
v1840 v1908 108 5
v1841 v1743 809 8
v1841 v1761 324 8
v1841 v1790 340 10
v1841 v1804 425 3
v1841 v1812 769 10
v1841 v1816 832 1
v1841 v1884 334 7
v1841 v1893 908 9
v1841 v1916 856 3
v1841 v1922 958 1
v1842 v1781 991 8
v1842 v1788 55 2
v1842 v1789 515 9
v1842 v1828 317 6
v1842 v1859 178 2
v1842 v1861 96 9
v1842 v1892 17 0
v1842 v1900 959 9
v1842 v1911 499 6
v1842 v1913 716 8
v1842 v1933 32 4
v1843 v1744 989 8
v1843 v1750 409 3
v1843 v1756 413 0
v1843 v1761 949 2
v1843 v1851 610 10
v1844 v1755 970 5
v1844 v1817 838 0
v1844 v1835 352 9
v1844 v1849 502 9
v1844 v1853 631 3
v1844 v1874 575 10
v1844 v1889 510 6
v1844 v1899 721 4
v1845 v1775 180 3
v1845 v1786 133 9
v1845 v1804 873 6
v1845 v1859 661 8
v1846 v1757 828 3
v1846 v1764 612 3
v1846 v1792 591 1
v1846 v1831 382 3
v1846 v1866 730 5
v1846 v1892 780 2
v1846 v1944 556 0
v1847 v1755 634 2
v1847 v1772 751 5
v1847 v1804 749 4
v1847 v1851 826 10
v1847 v1860 781 6
v1847 v1882 10 4
v1847 v1923 332 5
v1847 v1927 879 3
v1847 v1930 774 7
v1847 v1945 264 9
v1848 v1750 898 1
v1848 v1754 329 0
v1848 v1763 988 9
v1848 v1827 678 10
v1848 v1847 79 3
v1848 v1857 829 8
v1848 v1861 180 5
v1848 v1868 889 7
v1848 v1870 247 4
v1848 v1879 992 7
v1848 v1887 729 8
v1849 v1775 527 10
v1849 v1791 645 0
v1849 v1824 509 6
v1849 v1851 629 3
v1849 v1856 356 9
v1849 v1868 377 9
v1849 v1889 929 3
v1849 v1932 923 1
v1849 v1934 7 6
v1849 v1940 137 7
v1850 v1763 893 3
v1850 v1786 83 10
v1850 v1803 388 10
v1850 v1826 181 0
v1850 v1833 327 1
v1850 v1841 305 7
v1850 v1861 681 6
v1850 v1871 769 0
v1850 v1950 856 4
v1851 v1788 910 7
v1851 v1812 405 9
v1851 v1838 136 5
v1851 v1845 250 0
v1851 v1871 15 4
v1851 v1873 535 0
v1851 v1886 121 3
v1851 v1901 273 2
v1851 v1902 176 2
v1851 v1908 466 4
v1852 v1764 148 6
v1852 v1768 658 4
v1852 v1779 113 5
v1852 v1783 163 8
v1852 v1784 441 1
v1852 v1792 129 5
v1852 v1813 776 9
v1852 v1889 797 0
v1852 v1902 787 4
v1852 v1904 483 4
v1852 v1947 4 6
v1853 v1757 550 7
v1853 v1766 976 10
v1853 v1771 286 2
v1853 v1782 482 10
v1853 v1783 414 6
v1853 v1789 134 1
v1853 v1820 6 4
v1853 v1847 466 7
v1853 v1865 570 1
v1853 v1869 369 0
v1853 v1886 945 7
v1853 v1911 177 2
v1853 v1925 428 5
v1853 v1950 395 5
v1854 v1761 292 6
v1854 v1794 729 10
v1854 v1805 620 10
v1854 v1813 428 5
v1854 v1827 260 7
v1854 v1843 540 3
v1854 v1852 733 1
v1854 v1855 129 8
v1854 v1926 933 5
v1854 v1932 853 1
v1854 v1939 64 1
v1854 v1940 108 5
v1854 v1950 488 10
v1855 v1755 637 1
v1855 v1766 746 8
v1855 v1768 173 9
v1855 v1783 632 9
v1855 v1794 28 6
v1855 v1797 809 7
v1855 v1847 308 10
v1855 v1883 309 7
v1855 v1894 59 0
v1855 v1910 952 4
v1855 v1927 854 6
v1856 v1761 141 5
v1856 v1779 165 10
v1856 v1803 396 9
v1856 v1805 371 5
v1856 v1820 906 7
v1856 v1822 121 5
v1856 v1834 885 1
v1856 v1864 453 4
v1856 v1879 634 3
v1856 v1903 306 5
v1856 v1909 161 6
v1856 v1920 997 1
v1856 v1927 164 7
v1856 v1943 585 7
v1856 v1953 604 7
v1857 v1788 710 1
v1857 v1800 173 1
v1857 v1801 369 3
v1857 v1811 163 9
v1857 v1899 886 4
v1857 v1935 423 5
v1857 v1952 337 1
v1858 v1763 407 8
v1858 v1777 101 6
v1858 v1802 497 1
v1858 v1811 174 6
v1858 v1813 50 3
v1858 v1843 443 2
v1858 v1847 109 1
v1858 v1866 67 5
v1858 v1869 434 3
v1858 v1877 742 6
v1858 v1905 515 1
v1858 v1907 166 5
v1858 v1914 809 4
v1858 v1947 569 5
v1859 v1796 748 3
v1859 v1799 486 7
v1859 v1821 757 0
v1859 v1837 880 9
v1859 v1846 84 9
v1859 v1863 880 1
v1859 v1865 891 9
v1859 v1901 647 6
v1859 v1916 343 4
v1859 v1949 216 6
v1860 v1780 461 0
v1860 v1814 180 10
v1860 v1817 715 2
v1860 v1822 852 7
v1860 v1849 758 7
v1860 v1850 196 6
v1860 v1884 988 10
v1860 v1893 737 7
v1860 v1936 767 10
v1860 v1940 171 4
v1861 v1806 856 2
v1861 v1818 748 0
v1861 v1820 477 0
v1861 v1866 550 9
v1861 v1869 779 8
v1861 v1911 844 8
v1861 v1920 137 0
v1861 v1936 762 6
v1862 v1775 465 9
v1862 v1827 643 9
v1862 v1833 566 0
v1862 v1835 477 2
v1862 v1840 329 9
v1862 v1865 690 3
v1862 v1870 246 2
v1862 v1878 398 4
v1862 v1880 566 1
v1862 v1884 453 5
v1862 v1888 657 6
v1862 v1891 790 3
v1862 v1943 62 8
v1862 v1960 347 8
v1863 v1770 787 0
v1863 v1808 346 1
v1863 v1824 362 10
v1863 v1833 858 2
v1863 v1843 224 0
v1863 v1845 619 8
v1863 v1848 88 8
v1863 v1854 119 8
v1863 v1906 821 2
v1863 v1916 839 0
v1863 v1917 713 2
v1864 v1786 746 8
v1864 v1805 956 0
v1864 v1815 887 0
v1864 v1851 855 5
v1864 v1862 800 9
v1864 v1864 221 1
v1864 v1885 33 7
v1864 v1906 295 10
v1864 v1917 933 10
v1864 v1919 461 2
v1864 v1925 481 3
v1864 v1929 709 9
v1864 v1960 887 8
v1865 v1822 767 4
v1865 v1831 324 6
v1865 v1843 395 0
v1865 v1889 285 5
v1865 v1906 683 5
v1865 v1927 791 0
v1866 v1781 780 0
v1866 v1803 420 6
v1866 v1816 931 5
v1866 v1847 514 1
v1866 v1879 281 0
v1866 v1884 650 1
v1866 v1935 633 2
v1866 v1936 910 8
v1866 v1951 497 7
v1867 v1786 445 0
v1867 v1812 939 7
v1867 v1817 871 2
v1867 v1818 221 7
v1867 v1820 571 8
v1867 v1822 667 9
v1867 v1857 114 3
v1867 v1901 457 4
v1867 v1918 205 4
v1867 v1958 77 10
v1868 v1774 559 1
v1868 v1788 479 10
v1868 v1813 707 7
v1868 v1842 689 10
v1868 v1845 875 6
v1868 v1876 184 0
v1868 v1886 714 8
v1868 v1898 225 7
v1868 v1912 456 6
v1868 v1940 290 9
v1868 v1960 352 0
v1869 v1770 662 9
v1869 v1774 606 6
v1869 v1785 905 9
v1869 v1880 937 6
v1869 v1900 706 2
v1869 v1917 475 1
v1869 v1947 320 10
v1869 v1955 793 7
v1870 v1772 671 0
v1870 v1786 10 9
v1870 v1796 642 5
v1870 v1821 750 6
v1870 v1862 432 1
v1870 v1884 505 8
v1870 v1889 448 4
v1870 v1912 439 10
v1870 v1914 160 9
v1870 v1934 768 8
v1871 v1787 490 4
v1871 v1793 987 5
v1871 v1827 151 5
v1871 v1841 529 6
v1871 v1845 804 1
v1871 v1874 49 4
v1871 v1892 266 0
v1871 v1930 93 0
v1872 v1773 122 10
v1872 v1774 215 8
v1872 v1816 202 10
v1872 v1827 306 4
v1872 v1831 11 0
v1872 v1842 586 5
v1872 v1869 331 2
v1872 v1899 473 2
v1872 v1901 655 4
v1872 v1926 405 1
v1872 v1935 683 6
v1872 v1939 163 4
v1872 v1944 478 2
v1872 v1960 170 7
v1873 v1783 681 8
v1873 v1795 728 1
v1873 v1798 503 7
v1873 v1802 280 8
v1873 v1803 113 1
v1873 v1805 251 1
v1873 v1809 453 1
v1873 v1810 357 10
v1873 v1827 611 3
v1873 v1829 416 3
v1873 v1839 396 8
v1873 v1917 636 6
v1873 v1928 566 0
v1874 v1789 447 8
v1874 v1792 594 1
v1874 v1805 494 8
v1874 v1814 439 6
v1874 v1815 881 5
v1874 v1828 68 10
v1874 v1877 297 0
v1874 v1900 791 7
v1874 v1929 914 2
v1874 v1934 415 9
v1874 v1948 194 5
v1874 v1971 302 6
v1875 v1779 380 7
v1875 v1811 139 7
v1875 v1828 908 1
v1875 v1830 864 6
v1875 v1834 519 0
v1875 v1845 353 10
v1875 v1877 638 1
v1875 v1905 391 8
v1875 v1963 108 6
v1875 v1972 598 1
v1876 v1809 82 0
v1876 v1810 71 1
v1876 v1826 736 2
v1876 v1873 326 5
v1876 v1880 247 10
v1876 v1910 747 2
v1876 v1946 944 0
v1876 v1959 849 6
v1876 v1964 664 0
v1876 v1969 609 3
v1877 v1789 809 5
v1877 v1815 590 9
v1877 v1838 229 0
v1877 v1841 931 6
v1877 v1868 870 8
v1877 v1877 525 9
v1877 v1908 589 7
v1877 v1910 985 5
v1877 v1945 824 6
v1877 v1973 432 5
v1878 v1780 375 7
v1878 v1789 883 2
v1878 v1811 917 9
v1878 v1831 849 4
v1878 v1836 395 6
v1878 v1840 10 4
v1878 v1854 494 2
v1878 v1878 770 8
v1878 v1881 844 10
v1878 v1887 562 10
v1878 v1918 507 2
v1878 v1922 440 5
v1878 v1932 252 2
v1879 v1783 482 5
v1879 v1784 500 2
v1879 v1801 756 4
v1879 v1814 345 10
v1879 v1828 413 8
v1879 v1843 415 3
v1879 v1892 14 9
v1879 v1896 395 6
v1879 v1922 862 3
v1879 v1967 487 2
v1879 v1973 935 4
v1880 v1810 726 1
v1880 v1820 358 4
v1880 v1830 958 9
v1880 v1835 427 4
v1880 v1851 881 6
v1880 v1858 99 1
v1880 v1874 899 7
v1880 v1877 325 4
v1880 v1887 993 3
v1880 v1888 222 10
v1880 v1898 433 10
v1880 v1900 951 2
v1880 v1910 407 10
v1880 v1914 827 4
v1880 v1928 81 0
v1880 v1933 181 10
v1880 v1962 797 2
v1880 v1968 208 2
v1881 v1789 451 4
v1881 v1815 576 1
v1881 v1879 414 4
v1881 v1903 62 2
v1881 v1918 37 8
v1881 v1938 922 0
v1881 v1968 618 2
v1881 v1971 71 2
v1881 v1979 622 8
v1882 v1793 959 9
v1882 v1807 351 3
v1882 v1810 886 5
v1882 v1811 945 7
v1882 v1826 571 9
v1882 v1859 145 5
v1882 v1876 114 0
v1882 v1902 825 6
v1882 v1931 691 9
v1882 v1954 81 0
v1883 v1820 361 7
v1883 v1873 227 8
v1883 v1914 1000 9
v1883 v1934 401 2
v1884 v1802 59 10
v1884 v1840 510 5
v1884 v1886 664 3
v1884 v1904 523 8
v1884 v1921 820 1
v1884 v1936 19 1
v1884 v1965 342 3
v1885 v1798 899 7
v1885 v1806 561 7
v1885 v1823 101 7
v1885 v1827 404 2
v1885 v1830 705 5
v1885 v1839 518 9
v1885 v1873 565 4
v1885 v1890 543 4
v1885 v1893 61 3
v1885 v1904 108 5
v1885 v1909 249 7
v1885 v1914 863 8
v1885 v1920 942 9
v1885 v1926 299 6
v1885 v1928 938 0
v1885 v1929 760 0
v1885 v1930 340 0
v1885 v1953 394 10
v1885 v1955 634 5
v1885 v1976 25 5
v1885 v1983 875 1
v1886 v1798 882 9
v1886 v1830 513 3
v1886 v1841 621 8
v1886 v1856 546 10
v1886 v1879 54 0
v1886 v1881 526 9
v1886 v1898 848 2
v1886 v1924 173 10
v1886 v1977 664 0
v1886 v1978 838 10
v1887 v1789 798 2
v1887 v1800 112 9
v1887 v1819 794 2
v1887 v1865 497 2
v1887 v1870 738 10
v1887 v1930 355 8
v1887 v1948 124 7
v1887 v1954 273 10
v1887 v1966 761 2
v1887 v1978 385 1
v1888 v1796 927 0
v1888 v1806 724 3
v1888 v1814 738 6
v1888 v1815 523 6
v1888 v1851 341 9
v1888 v1894 663 4
v1888 v1908 697 10
v1888 v1934 261 1
v1888 v1937 526 5
v1888 v1979 810 3
v1889 v1841 102 5
v1889 v1856 912 9
v1889 v1898 230 0
v1889 v1918 11 2
v1889 v1921 994 0
v1889 v1987 857 2
v1890 v1795 584 3
v1890 v1818 427 8
v1890 v1849 983 1
v1890 v1862 504 3
v1890 v1871 746 5
v1890 v1915 196 6
v1890 v1922 260 9
v1890 v1957 725 10
v1890 v1971 35 10
v1890 v1981 426 8
v1891 v1843 950 1
v1891 v1848 934 9
v1891 v1849 201 1
v1891 v1852 196 1
v1891 v1870 582 10
v1891 v1882 811 7
v1891 v1887 665 4
v1891 v1892 154 9
v1891 v1908 847 3
v1891 v1918 372 6
v1891 v1959 528 4
v1891 v1969 494 7
v1891 v1979 60 10
v1891 v1990 469 2
v1892 v1839 919 3
v1892 v1866 115 9
v1892 v1897 840 9
v1892 v1900 505 3
v1892 v1903 130 3
v1892 v1956 505 0
v1892 v1990 849 3
v1893 v1816 359 6
v1893 v1833 475 9
v1893 v1835 328 8
v1893 v1883 321 9
v1893 v1888 13 4
v1893 v1925 978 9
v1893 v1945 560 10
v1893 v1957 164 0
v1893 v1971 618 9
v1893 v1980 613 5
v1894 v1801 908 1
v1894 v1834 520 7
v1894 v1855 79 5
v1894 v1884 963 3
v1894 v1896 839 4
v1894 v1914 468 9
v1894 v1924 763 0
v1894 v1933 759 3
v1894 v1939 595 4
v1894 v1963 165 0
v1894 v1966 895 10
v1895 v1803 20 5
v1895 v1811 437 1
v1895 v1830 374 4
v1895 v1853 955 0
v1895 v1862 666 9
v1895 v1866 295 8
v1895 v1891 352 1
v1895 v1895 488 3
v1895 v1914 963 9
v1895 v1917 613 9
v1895 v1921 40 6
v1895 v1929 30 4
v1895 v1930 18 10
v1895 v1962 461 9
v1895 v1990 176 8
v1895 v1992 568 10
v1895 v1995 320 9
v1896 v1844 341 0
v1896 v1847 784 6
v1896 v1856 78 7
v1896 v1916 952 5
v1896 v1945 170 8
v1896 v1949 546 6
v1896 v1973 393 4
v1897 v1813 600 6
v1897 v1817 890 7
v1897 v1824 838 7
v1897 v1834 954 10
v1897 v1837 377 1
v1897 v1851 822 7
v1897 v1935 161 6
v1897 v1948 919 3
v1897 v1960 583 7
v1897 v1968 412 8
v1897 v1972 801 5
v1897 v1983 756 4
v1897 v1994 287 9
v1898 v1806 135 3
v1898 v1819 893 5
v1898 v1849 337 3
v1898 v1895 686 1
v1898 v1910 817 9
v1898 v1939 275 9
v1898 v1945 703 5
v1898 v1976 796 8
v1899 v1802 885 10
v1899 v1804 191 1
v1899 v1858 460 4
v1899 v1860 732 3
v1899 v1877 294 7
v1899 v1883 195 9
v1899 v1910 619 0
v1899 v1922 231 6
v1899 v1975 32 2
v1899 v1980 9 3
v1899 v1998 464 9
v1900 v1805 353 4
v1900 v1843 574 2
v1900 v1874 25 8
v1900 v1882 214 3
v1900 v1970 105 8
v1900 v1971 117 6
v1900 v1977 93 10
v1901 v1816 4 4
v1901 v1819 573 7
v1901 v1824 722 8
v1901 v1849 308 2
v1901 v1854 905 5
v1901 v1886 812 2
v1901 v1894 66 2
v1901 v1895 590 9
v1901 v1897 774 2
